,Unnamed: 0,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
0,0,2024-12-30,2011-07-06,within an hour,100%,100%,t,2,2,t,t,59.31389,18.06087,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,$944.00,2,120,2,2,120,120,t,27,57,87,177,2024-12-30,430,30,1,2011-07-30,2024-12-09,4.86,4.87,4.79,4.95,4.97,4.84,4.76,,f,2,0,2,0
3,3,2024-12-30,2011-07-06,within an hour,100%,100%,t,2,2,t,t,59.31198,18.06076,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,$814.00,2,300,2,2,300,300,t,30,60,90,180,2024-12-30,414,24,1,2012-02-13,2024-12-01,4.9,4.88,4.84,4.96,4.98,4.89,4.84,,f,2,0,2,0
5,5,2024-12-30,2011-12-28,within a few hours,100%,98%,t,1,1,t,t,59.31846,18.07042,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"$1,190.00",2,30,2,2,1125,1125,t,0,0,0,165,2024-12-30,665,41,0,2013-06-16,2024-10-03,4.66,4.76,4.38,4.92,4.95,4.96,4.58,,f,1,1,0,0
13,13,2024-12-30,2011-08-03,within an hour,100%,89%,t,3,23,t,t,59.26424,18.02277,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,$350.00,1,150,1,1,150,150,t,30,60,90,365,2024-12-30,44,11,0,2012-06-01,2024-11-25,4.75,4.73,4.86,4.93,4.95,4.61,4.66,,f,3,1,1,1
21,21,2024-12-30,2012-06-26,within a few hours,80%,77%,t,5,8,t,t,59.33536,17.97669,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,3.0,"$1,760.00",21,1125,21,21,1125,1125,t,0,0,7,93,2024-12-30,14,0,0,2012-07-28,2023-11-30,4.62,4.57,4.36,4.86,4.79,4.36,4.21,,f,3,3,0,0
23,23,2024-12-30,2012-06-26,within a few hours,80%,77%,t,5,8,t,t,59.33583,18.02983,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,$981.00,1,1125,1,1,1125,1125,t,28,58,82,236,2024-12-30,47,8,0,2015-10-10,2024-07-21,4.68,4.83,4.45,4.98,4.89,4.85,4.52,,f,3,3,0,0
24,24,2024-12-30,2012-07-07,within an hour,100%,100%,t,1,1,t,t,59.33894,18.0919,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,$470.00,1,30,1,1,1125,1125,t,19,22,22,22,2024-12-30,752,52,7,2012-07-15,2024-12-24,4.92,4.94,4.98,4.9,4.93,4.88,4.85,,t,1,0,1,0
29,29,2024-12-30,2012-09-12,within a few hours,100%,60%,t,2,2,t,t,59.34489,18.05216,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"$1,850.00",3,14,3,3,14,14,t,0,0,0,84,2024-12-30,102,2,0,2013-04-02,2024-08-05,4.94,4.91,4.94,4.88,4.94,4.79,4.75,,f,1,1,0,0
30,30,2024-12-30,2012-11-08,,,92%,t,1,1,t,f,59.32355,18.0698,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,,1,60,1,1,60,60,t,0,0,0,0,2024-12-30,54,10,0,2013-02-12,2024-09-01,4.91,4.93,4.94,4.98,5.0,4.98,4.85,,f,1,1,0,0
36,36,2024-12-30,2012-12-11,within an hour,100%,98%,t,3,5,t,t,59.33593,18.05542,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,6.0,"$2,626.00",1,7,1,1,7,7,t,25,42,63,274,2024-12-30,84,11,0,2016-03-13,2024-11-10,4.64,4.64,4.65,4.79,4.79,4.88,4.69,,t,3,3,0,0
37,37,2024-12-30,2012-12-12,within an hour,100%,86%,t,1,1,t,t,59.33633,18.03002,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,$890.00,4,5,4,4,1125,1125,t,28,58,66,323,2024-12-30,133,11,0,2013-06-17,2024-11-05,4.91,4.9,4.88,4.92,4.93,4.81,4.81,,f,1,0,1,0
38,38,2024-12-30,2012-11-17,within a few hours,100%,100%,t,2,8,t,t,59.29578,17.92813,Private room in rental unit,Private room,4,1.0,1 shared bath,1.0,3.0,$220.00,1,180,1,1,1125,1125,t,30,60,90,90,2024-12-30,52,19,0,2014-08-01,2024-10-01,4.69,4.58,4.37,4.78,4.85,4.59,4.61,,f,2,0,2,0
40,40,2024-12-30,2012-12-26,within a few hours,100%,94%,t,1,3,t,t,59.33884,18.08536,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,$740.00,3,21,3,3,21,21,t,25,28,28,28,2024-12-30,55,11,1,2013-05-07,2024-12-14,4.8,4.94,4.98,4.94,4.94,4.98,4.75,,f,1,0,1,0
46,46,2024-12-30,2012-11-04,within an hour,100%,96%,t,1,1,t,t,59.33567,18.03108,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"$1,250.00",3,1125,3,3,1125,1125,t,0,0,10,271,2024-12-30,334,35,1,2013-04-26,2024-12-15,4.93,4.95,4.98,4.99,4.99,4.88,4.85,,f,1,1,0,0
48,48,2024-12-30,2013-04-07,within an hour,100%,100%,t,2,3,t,t,59.27347,17.958,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,5.0,$921.00,2,120,2,2,1125,1125,t,29,59,89,353,2024-12-30,219,29,1,2015-02-08,2024-12-09,4.83,4.89,4.86,4.97,4.98,4.72,4.72,,f,1,1,0,0
52,52,2024-12-30,2013-05-10,within an hour,100%,100%,t,1,1,t,t,59.34453,18.08507,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,3.0,5.0,"$3,300.00",6,1125,6,6,1125,1125,t,25,55,85,343,2024-12-30,170,12,0,2013-06-17,2024-11-02,4.87,4.85,4.66,4.98,4.97,4.89,4.71,,f,1,1,0,0
53,53,2024-12-30,2012-03-31,within an hour,100%,100%,t,1,1,t,t,59.2932,17.95069,Entire home,Entire home/apt,9,1.5,1.5 baths,4.0,6.0,"$3,683.00",3,1125,3,3,1125,1125,t,25,55,85,341,2024-12-30,113,9,0,2014-04-22,2024-08-31,4.97,4.97,4.94,4.99,4.97,4.67,4.89,,f,1,1,0,0
57,57,2024-12-30,2013-05-15,within an hour,100%,100%,t,2,2,t,t,59.32047,18.05648,Private room in loft,Private room,2,,1 bath,1.0,,,3,1125,3,3,1125,1125,t,18,31,52,224,2024-12-30,250,34,4,2013-06-03,2024-12-26,4.9,4.9,4.91,4.96,4.96,4.9,4.81,,f,1,0,1,0
63,63,2024-12-30,2013-06-10,within a few hours,100%,88%,t,2,2,t,t,59.34153,18.06322,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"$1,500.00",10,82,10,10,82,82,t,0,0,0,30,2024-12-30,39,6,0,2013-07-14,2024-08-17,4.92,4.87,4.9,5.0,4.97,4.95,4.9,,f,1,1,0,0
72,72,2024-12-30,2013-04-10,within a few hours,100%,89%,t,2,3,t,t,59.32068,18.06563,Private room in bed and breakfast,Private room,1,,1 bath,,,,1,1125,1,1,1125,1125,t,0,0,0,0,2024-12-30,101,0,0,2013-08-26,2023-09-18,4.92,4.91,4.81,4.92,4.95,4.98,4.89,,f,2,1,1,0
73,73,2024-12-30,2013-07-11,within a few hours,100%,13%,t,2,2,t,t,59.29562,18.09225,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,$450.00,2,10,2,2,10,10,t,0,29,57,228,2024-12-30,115,3,0,2013-08-13,2024-10-10,4.77,4.84,4.74,4.94,4.91,4.75,4.74,,f,2,1,1,0
75,75,2024-12-30,2012-12-09,within an hour,100%,94%,t,2,2,t,t,59.28659,18.11973,Entire townhouse,Entire home/apt,7,1.0,1 bath,3.0,3.0,"$3,300.00",3,100,3,3,1125,1125,t,3,9,11,208,2024-12-30,81,7,0,2013-11-19,2024-08-12,4.94,4.88,4.67,4.94,5.0,4.77,4.82,,f,1,1,0,0
87,87,2024-12-30,2013-09-07,within an hour,100%,100%,t,1,1,t,t,59.32465,18.07507,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"$1,690.00",3,1125,3,3,1125,1125,t,0,0,0,0,2024-12-30,290,61,3,2014-10-06,2024-12-23,4.79,4.79,4.81,4.95,4.92,4.98,4.77,,f,1,1,0,0
91,91,2024-12-30,2013-10-03,within an hour,100%,100%,t,1,1,t,t,59.31873252935418,18.06506834512685,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,$950.00,3,30,1,3,1125,1125,t,24,54,75,337,2024-12-30,296,42,2,2015-07-03,2024-12-17,4.88,4.9,4.64,4.91,4.96,4.95,4.81,,t,1,0,1,0
94,94,2024-12-30,2013-11-20,within a day,100%,91%,t,1,1,t,t,59.2815836,18.0275256,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,$799.00,2,1125,2,2,1125,1125,t,27,57,84,264,2024-12-30,41,25,1,2023-08-24,2024-12-09,4.85,4.85,4.71,4.93,4.85,4.88,4.85,,f,1,1,0,0
96,96,2024-12-30,2013-05-11,within an hour,100%,100%,t,2,2,t,t,59.29226,17.92663,Private room in townhouse,Private room,2,1.5,1.5 shared baths,1.0,2.0,$590.00,2,1125,2,2,1125,1125,t,30,60,90,365,2024-12-30,114,10,0,2014-02-08,2024-09-10,4.86,4.85,4.85,4.88,4.9,4.64,4.77,,f,2,0,2,0
97,97,2024-12-30,2013-05-11,within an hour,100%,100%,t,2,2,t,t,59.29336,17.92649,Private room in townhouse,Private room,2,1.5,1.5 shared baths,1.0,1.0,$690.00,2,365,2,2,365,365,t,30,60,90,365,2024-12-30,67,3,0,2014-02-21,2024-09-12,4.76,4.81,4.79,4.88,4.91,4.61,4.75,,f,2,0,2,0
103,103,2024-12-30,2012-12-20,within an hour,100%,100%,t,2,2,t,t,59.26965,18.06399,Entire home,Entire home/apt,16,2.5,2.5 baths,6.0,10.0,"$3,500.00",2,1125,2,2,1125,1125,t,25,55,75,272,2024-12-30,282,19,2,2014-07-16,2024-12-15,4.79,4.87,4.77,4.9,4.88,4.73,4.72,,f,2,2,0,0
105,105,2024-12-30,2014-01-10,within an hour,100%,73%,t,2,2,t,t,59.31128,18.06236,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"$3,950.00",2,1125,2,2,1125,1125,t,6,19,29,79,2024-12-30,139,17,2,2014-02-17,2024-12-24,4.88,4.86,4.58,4.93,4.94,4.89,4.76,,f,1,1,0,0
114,114,2024-12-30,2013-06-16,within an hour,100%,88%,t,1,2,t,t,59.31434,18.06096,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,3.0,4.0,"$2,500.00",3,1125,3,5,1125,1125,t,0,0,0,0,2024-12-30,138,13,1,2014-04-20,2024-12-27,4.99,4.96,4.96,4.97,4.95,4.95,4.82,,f,1,1,0,0
115,115,2024-12-30,2011-08-03,within an hour,100%,89%,t,3,23,t,t,59.26455,18.02296,Entire home,Entire home/apt,5,2.0,2 baths,3.0,5.0,"$1,900.00",1,1125,1,1,1125,1125,t,25,25,25,25,2024-12-30,1,0,0,2015-07-05,2015-07-05,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,f,3,1,1,1
119,119,2024-12-30,2012-08-30,within a few hours,100%,95%,t,1,2,t,t,59.26278,18.07926,Private room in condo,Private room,1,1.0,1 shared bath,2.0,1.0,$390.00,2,1125,2,2,1125,1125,t,0,0,0,151,2024-12-30,122,13,0,2014-08-29,2024-10-19,4.82,4.87,4.73,4.94,4.92,4.71,4.87,,f,1,0,1,0
120,120,2024-12-30,2013-08-06,within an hour,100%,99%,t,3,3,t,t,59.33761,18.10043,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,1.0,$630.00,3,45,3,3,1125,1125,t,10,19,33,91,2024-12-30,407,36,1,2015-02-03,2024-12-15,4.81,4.9,4.81,4.94,4.83,4.83,4.78,,f,1,1,0,0
122,122,2024-12-30,2014-03-29,within a few hours,100%,79%,t,1,1,t,t,59.30371,18.09832,Entire rental unit,Entire home/apt,3,,1 bath,2.0,,,3,30,3,3,30,30,t,0,0,0,0,2024-12-30,104,19,1,2014-06-01,2024-12-01,4.83,4.84,4.86,4.82,4.91,4.49,4.72,,f,1,1,0,0
123,123,2024-12-30,2014-03-31,,,95%,t,1,3,t,t,59.34739540267094,18.04627356224557,Private room in rental unit,Private room,2,,1 shared bath,,,,3,10,3,3,10,10,t,0,0,0,0,2024-12-30,153,16,0,2014-04-29,2024-09-15,4.8,4.88,4.62,4.98,4.96,4.82,4.76,,f,1,0,1,0
124,124,2024-12-30,2014-04-02,within a few hours,100%,85%,t,1,1,t,t,59.30755,18.08037,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,3.0,"$1,085.00",1,365,1,1,365,365,t,9,21,31,259,2024-12-30,187,15,1,2014-05-12,2024-12-08,4.72,4.8,4.78,4.86,4.88,4.88,4.7,,f,1,1,0,0
130,130,2024-12-30,2014-04-22,within a few hours,100%,76%,t,3,3,t,t,59.33725,18.05207,Entire rental unit,Entire home/apt,6,2.0,2 baths,4.0,5.0,"$3,434.00",2,1125,2,5,1125,1125,t,1,8,8,71,2024-12-30,81,10,0,2014-06-02,2024-07-14,4.96,4.93,4.96,4.99,4.94,4.99,4.83,,f,1,1,0,0
135,135,2024-12-30,2013-08-12,within an hour,100%,99%,t,20,20,t,t,59.31512,18.06252,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"$2,616.00",3,60,1,3,1125,1125,t,19,36,47,232,2024-12-30,219,26,4,2014-05-18,2024-12-19,4.89,4.93,4.89,4.94,4.97,4.93,4.77,,f,20,20,0,0
140,140,2024-12-30,2013-06-07,within an hour,100%,93%,t,2,2,t,t,59.34316,18.04366,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,3.0,3.0,"$3,450.00",4,30,4,6,30,30,t,0,6,8,27,2024-12-30,45,9,0,2014-07-26,2024-11-02,5.0,4.98,4.95,5.0,4.98,4.98,4.91,,f,1,1,0,0
141,141,2024-12-30,2013-01-17,within an hour,100%,96%,t,1,2,t,t,59.31377,18.01204,Private room in condo,Private room,2,1.5,1.5 shared baths,1.0,1.0,$550.00,2,7,2,2,7,7,t,16,46,76,78,2024-12-30,144,15,2,2014-06-03,2024-12-08,4.89,4.95,4.81,4.87,4.94,4.78,4.86,,f,1,0,1,0
145,145,2024-12-30,2014-05-23,within an hour,100%,92%,t,4,7,t,t,59.32445,17.93222,Entire home,Entire home/apt,7,2.5,2.5 baths,5.0,6.0,"$3,900.00",5,20,5,7,20,20,t,0,0,0,27,2024-12-30,12,0,0,2015-07-15,2023-08-06,5.0,4.92,5.0,5.0,5.0,4.83,5.0,,f,1,1,0,0
152,152,2024-12-30,2012-12-11,within an hour,100%,98%,t,3,5,t,t,59.33595,18.05487,Entire rental unit,Entire home/apt,8,1.0,1 bath,1.0,8.0,"$3,026.00",1,1125,1,1,7,7,t,0,0,0,146,2024-12-30,93,4,0,2014-10-16,2024-02-18,4.62,4.7,4.52,4.75,4.72,4.9,4.66,,t,3,3,0,0
153,153,2024-12-30,2013-12-18,within an hour,100%,99%,t,3,3,t,t,59.323811,18.071344,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"$3,629.00",2,60,2,2,1125,1125,t,22,45,71,227,2024-12-30,55,13,1,2014-07-07,2024-12-09,4.75,4.76,4.76,4.87,4.89,4.96,4.75,,f,3,3,0,0
154,154,2024-12-30,2014-06-14,within a few hours,100%,62%,t,1,1,t,t,59.29735,18.07939,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"$1,100.00",3,1125,2,3,1125,1125,t,0,6,7,13,2024-12-30,121,14,0,2014-08-02,2024-11-03,4.6,4.73,4.23,4.83,4.85,4.73,4.6,,f,1,1,0,0
155,155,2024-12-30,2013-12-18,within an hour,100%,99%,t,3,3,t,t,59.32381,18.07134,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"$1,533.00",2,30,2,2,30,30,t,1,19,37,228,2024-12-30,156,37,1,2018-05-25,2024-12-09,4.92,4.93,4.95,4.97,4.97,4.92,4.81,,t,3,3,0,0
161,161,2024-12-30,2014-06-15,within an hour,100%,77%,t,1,1,t,t,59.30232,18.04689,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,$584.00,1,1125,1,1,1125,1125,t,0,27,57,57,2024-12-30,95,11,0,2014-06-28,2024-09-11,4.8,4.85,4.83,4.84,4.85,4.8,4.84,,f,1,0,1,0
172,172,2024-12-30,2014-07-23,within an hour,100%,93%,t,1,1,t,t,59.32776,18.07586,Entire rental unit,Entire home/apt,3,,1 bath,1.0,,,5,20,5,5,20,20,t,0,0,0,0,2024-12-30,135,12,0,2014-08-20,2024-10-21,4.84,4.81,4.92,4.94,4.92,4.92,4.75,,f,1,1,0,0
177,177,2024-12-30,2014-02-11,within an hour,100%,86%,t,1,1,t,t,59.31617,18.08942,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,0.0,"$1,200.00",5,15,5,5,1125,1125,t,15,45,46,46,2024-12-30,159,19,1,2014-09-05,2024-12-01,4.91,4.92,4.92,4.96,4.96,4.82,4.82,,f,1,1,0,0
183,183,2024-12-30,2014-08-31,,,92%,t,1,1,t,t,59.30272,18.0053,Entire condo,Entire home/apt,8,2.0,2 baths,3.0,5.0,"$2,400.00",3,30,3,3,30,30,t,0,0,0,15,2024-12-30,94,8,0,2014-11-01,2024-08-15,4.72,4.77,4.76,4.88,4.81,4.73,4.65,,f,1,1,0,0
190,190,2024-12-30,2013-07-04,within an hour,100%,82%,t,1,2,t,t,59.3346,18.03524,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,$495.00,1,1125,1,1,1125,1125,t,13,31,61,278,2024-12-30,185,40,1,2015-01-19,2024-12-05,4.84,4.9,4.81,4.84,4.89,4.87,4.82,,f,1,0,1,0
192,192,2024-12-30,2014-10-05,within an hour,100%,100%,t,1,1,t,t,59.26784,17.98297,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,2.0,$665.00,5,70,5,6,70,70,t,13,13,32,212,2024-12-30,63,2,0,2015-11-09,2024-11-24,4.52,4.63,4.44,4.78,4.78,4.7,4.56,,f,1,1,0,0
200,200,2024-12-30,2014-11-12,within an hour,100%,92%,t,1,1,t,t,59.331,18.03945,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,2.0,2.0,"$1,000.00",3,1125,3,3,1125,1125,t,12,31,38,38,2024-12-30,38,14,2,2015-01-11,2024-12-22,4.79,4.79,4.66,4.76,4.82,4.84,4.59,,f,1,1,0,0
204,204,2024-12-30,2011-09-13,within an hour,100%,99%,t,4,5,t,t,59.33707,18.08795,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,,3,30,3,30,30,30,t,0,0,3,3,2024-12-30,84,2,1,2019-04-23,2024-12-07,4.94,4.98,4.94,4.85,4.94,4.96,4.82,,f,1,1,0,0
205,205,2024-12-30,2014-11-30,within a day,100%,100%,t,1,1,t,t,59.314,18.08391,Entire condo,Entire home/apt,2,,1.5 baths,,,,3,50,3,3,1125,1125,t,1,1,1,1,2024-12-30,111,7,0,2015-03-30,2024-09-29,4.94,4.95,4.92,4.87,4.95,5.0,4.83,,t,1,1,0,0
212,212,2024-12-30,2012-05-12,within a day,90%,24%,t,1,1,t,t,59.29675,18.10338,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"$1,000.00",2,1125,2,2,1125,1125,t,26,56,84,250,2024-12-30,25,10,0,2018-07-01,2024-11-24,5.0,4.96,4.84,5.0,5.0,4.92,4.92,,f,1,1,0,0
216,216,2024-12-30,2015-01-22,,,100%,t,1,1,t,t,59.31857,18.03696,Entire condo,Entire home/apt,3,,1 bath,2.0,,,3,1125,3,3,1125,1125,t,0,0,0,0,2024-12-30,111,12,0,2015-03-29,2024-10-31,4.94,4.96,4.84,4.94,4.99,4.87,4.9,,f,1,1,0,0
230,230,2024-12-30,2015-03-05,within an hour,100%,100%,t,1,3,t,t,59.30024,17.95386,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,$500.00,2,1125,2,2,1125,1125,t,26,56,84,339,2024-12-30,185,19,0,2015-04-21,2024-11-17,4.82,4.87,4.9,4.94,4.91,4.82,4.81,,f,1,0,1,0
234,234,2024-12-30,2015-02-05,within a few hours,90%,36%,t,4,4,t,t,59.29552,18.10523,Private room in rental unit,Private room,1,,1 bath,1.0,,,30,60,30,30,60,60,t,23,53,83,358,2024-12-30,2,0,0,2015-09-21,2023-05-31,4.5,4.0,4.0,5.0,5.0,4.5,4.5,,f,2,0,2,0
243,243,2024-12-30,2015-01-16,within an hour,100%,97%,t,1,2,t,t,59.34068,17.98085,Entire villa,Entire home/apt,6,3.0,3 baths,4.0,4.0,"$3,500.00",4,30,4,4,1125,1125,t,0,0,0,34,2024-12-30,37,15,0,2022-07-02,2024-09-08,5.0,4.92,4.92,4.97,5.0,4.86,4.84,,t,1,1,0,0
247,247,2024-12-30,2013-03-27,within an hour,100%,100%,t,3,3,t,t,59.28772,18.12194,Private room in home,Private room,3,2.0,2 shared baths,1.0,3.0,$500.00,3,120,3,3,1125,1125,t,2,9,9,194,2024-12-30,259,34,1,2015-11-03,2024-12-10,4.86,4.86,4.78,4.91,4.9,4.88,4.88,,t,3,0,3,0
248,248,2024-12-30,2013-03-27,within an hour,100%,100%,t,3,3,t,t,59.28772,18.12194,Private room in home,Private room,3,,2 shared baths,,,,2,150,3,3,1125,1125,t,0,0,0,0,2024-12-30,202,20,0,2016-08-13,2024-09-04,4.87,4.88,4.81,4.91,4.9,4.89,4.86,,t,3,0,3,0
249,249,2024-12-30,2013-03-27,within an hour,100%,100%,t,3,3,t,t,59.28772,18.12194,Private room in home,Private room,3,2.0,2 shared baths,1.0,1.0,$629.00,3,120,3,3,1125,1125,t,23,48,76,241,2024-12-30,253,23,0,2017-03-12,2024-11-27,4.86,4.89,4.72,4.93,4.89,4.88,4.84,,t,3,0,3,0
250,250,2024-12-30,2015-02-05,within a few hours,90%,36%,t,4,4,t,t,59.29614,18.1051,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,$250.00,90,1125,30,175,1125,1125,t,23,53,83,358,2024-12-30,3,2,0,2015-06-02,2024-08-31,4.67,5.0,4.67,5.0,5.0,5.0,4.33,,f,2,0,2,0
251,251,2024-12-30,2011-01-10,,,100%,t,1,1,t,t,59.315968345080336,18.069937338144488,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,,3,50,3,3,50,50,t,0,0,0,0,2024-12-30,76,10,0,2015-06-28,2024-08-16,4.95,4.95,4.75,4.95,4.96,4.96,4.88,,f,1,1,0,0
257,257,2024-12-30,2013-08-31,within an hour,100%,100%,t,6,6,t,t,59.32497,18.07429,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,1.0,1.0,"$2,785.00",2,90,2,2,1125,1125,t,22,38,51,212,2024-12-30,316,1,0,2015-06-26,2024-08-03,4.88,4.92,4.89,4.9,4.92,4.97,4.76,,t,6,6,0,0
260,260,2024-12-30,2015-04-23,within a day,100%,92%,t,8,18,t,t,59.32401,18.07244,Entire rental unit,Entire home/apt,8,2.0,2 baths,4.0,5.0,"$9,450.00",2,1125,2,2,1125,1125,t,18,42,70,277,2024-12-30,101,30,2,2015-06-15,2024-12-20,4.94,4.92,4.98,4.88,4.94,4.98,4.74,,f,8,8,0,0
276,276,2024-12-30,2015-02-03,within a few hours,100%,73%,t,3,5,t,t,59.3253,17.92965,Entire home,Entire home/apt,7,2.5,2.5 baths,5.0,7.0,"$3,862.00",3,1125,3,3,1125,1125,t,1,7,10,221,2024-12-30,52,5,0,2015-06-12,2024-08-18,4.9,4.9,4.54,4.98,4.9,4.92,4.82,,f,1,1,0,0
280,280,2024-12-30,2014-06-13,within an hour,100%,100%,t,1,2,t,t,59.3439,18.05092,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,$360.00,2,20,2,2,1125,1125,t,7,17,28,130,2024-12-30,591,57,2,2015-06-25,2024-12-20,4.85,4.92,4.93,4.91,4.91,4.89,4.87,,t,1,0,1,0
292,292,2024-12-30,2013-06-18,within an hour,100%,98%,t,2,2,t,t,59.31259,18.08232,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"$1,000.00",3,1125,3,3,1125,1125,t,10,40,64,133,2024-12-30,335,29,0,2015-06-19,2024-10-17,4.9,4.93,4.93,4.87,4.94,4.99,4.77,,f,1,1,0,0
297,297,2024-12-30,2013-08-31,within an hour,100%,100%,t,6,6,t,t,59.32497,18.07437,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"$2,822.00",2,90,2,2,1125,1125,t,22,49,73,186,2024-12-30,347,3,0,2015-06-29,2024-09-28,4.86,4.9,4.92,4.92,4.97,4.98,4.72,,t,6,6,0,0
300,300,2024-12-30,2012-05-20,within a day,100%,27%,t,1,1,t,t,59.29321,17.98138,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,$699.00,7,1125,7,7,1125,1125,t,29,59,89,179,2024-12-30,23,4,1,2016-02-24,2024-12-19,4.61,4.83,3.96,4.87,4.91,4.74,4.83,,f,1,1,0,0
304,304,2024-12-30,2013-08-31,within an hour,100%,100%,t,6,6,t,t,59.32497,18.07437,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,"$4,293.00",2,90,2,2,1125,1125,t,15,41,58,222,2024-12-30,420,22,2,2015-07-05,2024-12-14,4.88,4.93,4.88,4.93,4.94,4.98,4.69,,t,6,6,0,0
308,308,2024-12-30,2013-08-31,within an hour,100%,100%,t,6,6,t,t,59.32497,18.07437,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,3.0,"$3,121.00",2,90,2,2,1125,1125,t,21,43,67,267,2024-12-30,298,8,0,2015-07-29,2024-10-06,4.84,4.88,4.91,4.89,4.9,4.96,4.71,,t,6,6,0,0
315,315,2024-12-30,2015-06-15,within a few hours,100%,80%,t,2,2,t,t,59.30495,18.0076,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,4.0,$950.00,6,1125,6,6,1125,1125,t,8,8,8,273,2024-12-30,26,0,0,2015-07-07,2019-08-04,4.69,4.85,4.85,4.8,4.88,4.76,4.84,,f,1,1,0,0
318,318,2024-12-30,2015-05-31,within a day,100%,90%,t,1,3,t,t,59.31508,18.07509,Entire condo,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,$725.00,20,1125,8,20,1125,1125,t,9,9,9,140,2024-12-30,47,6,1,2015-08-01,2024-12-21,4.89,4.94,4.89,5.0,4.96,4.98,4.74,,f,1,1,0,0
327,327,2024-12-30,2015-06-23,within a day,100%,89%,t,1,1,t,t,59.34303,18.0432,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"$1,300.00",3,14,1,3,14,14,t,7,13,26,60,2024-12-30,101,21,1,2015-08-17,2024-12-20,4.88,4.88,4.88,4.93,4.91,4.96,4.83,,f,1,1,0,0
