,Unnamed: 0,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
2346,2346,2024-12-30,2018-08-23,within an hour,100.0,100%,f,1,1,t,t,59.29703319999999,18.0762723,Private room in condo,Private room,2,1.0,1 shared bath,1.0,2.0,529.0,1,1125,1,1,1125,1125,t,9,24,34,46,2024-12-30,175,48,2,2022-07-23,2024-12-15,4.85,4.77,4.72,4.89,4.9,4.81,4.82,,t,1,0,1,0
2356,2356,2024-12-30,2011-08-01,within a day,90.0,54%,f,7,19,t,t,59.39359,17.91673,Private room in townhouse,Private room,1,2.5,2.5 shared baths,1.0,1.0,200.0,12,1125,12,12,1125,1125,t,5,5,6,281,2024-12-30,9,6,0,2023-01-21,2024-09-22,4.78,4.78,3.78,4.78,4.78,4.11,4.67,,f,7,1,6,0
2357,2357,2024-12-30,2011-08-01,within a day,90.0,54%,f,7,19,t,t,59.39167,17.91765,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,250.0,20,365,6,20,365,365,t,23,53,54,206,2024-12-30,3,1,0,2023-06-22,2024-08-24,5.0,5.0,5.0,5.0,5.0,4.67,4.67,,f,7,1,6,0
2368,2368,2024-12-30,2013-07-12,a few days or more,0.0,,f,1,1,t,f,59.31834680216932,18.0585602670908,Private room in condo,Private room,4,1.0,1 private bath,1.0,1.0,6400.0,1,365,1,1,365,365,t,29,59,89,269,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
2373,2373,2024-12-30,2022-07-22,within an hour,100.0,97%,t,1,1,t,t,59.30198,18.09333,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,1.0,1.0,633.0,1,1125,1,2,1,1125,t,25,55,83,84,2024-12-30,46,15,0,2022-08-21,2024-09-01,4.93,4.91,4.93,4.98,4.96,4.93,4.91,,t,1,0,1,0
2379,2379,2024-12-30,2020-03-02,within an hour,100.0,94%,t,1,1,t,t,59.2979577,18.0839638,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,600.0,2,365,2,2,365,365,t,27,54,78,328,2024-12-30,55,13,1,2022-08-17,2024-12-07,4.98,5.0,4.96,4.98,5.0,4.87,4.91,,f,1,0,1,0
2380,2380,2024-12-30,2016-05-24,within an hour,100.0,77%,f,3,3,t,t,59.34052,18.06811,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,,,2,80,2,2,80,80,t,0,0,0,0,2024-12-30,25,15,2,2022-09-08,2024-12-19,4.88,4.84,4.52,4.96,4.92,5.0,4.76,,f,2,0,2,0
2386,2386,2024-12-30,2015-06-20,,,,f,2,2,t,t,59.29575,18.10423,Private room in condo,Private room,1,,1 shared bath,,,,1,365,1,1,365,365,t,0,0,0,0,2024-12-30,1,0,0,2022-08-30,2022-08-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,1,0
2387,2387,2024-12-30,2013-05-15,,,100%,f,1,2,t,t,59.292214659802056,17.927471324801445,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,600.0,2,7,2,2,1125,1125,t,0,30,60,332,2024-12-30,33,7,0,2022-08-05,2024-09-09,4.91,4.94,4.94,4.82,4.97,4.85,4.91,,f,1,0,1,0
2388,2388,2024-12-30,2015-05-29,within an hour,100.0,99%,t,6,7,t,t,59.28664,18.03846,Private room in rental unit,Private room,1,2.0,2 shared baths,2.0,1.0,344.0,30,730,30,30,1125,1125,t,0,0,8,191,2024-12-30,22,19,0,2022-08-07,2024-09-04,4.82,4.82,4.77,4.91,4.86,4.59,4.77,,t,6,1,5,0
2389,2389,2024-12-30,2015-01-30,within an hour,100.0,59%,t,1,2,t,t,59.31559,18.08098,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,999.0,3,365,3,3,365,365,t,29,59,60,130,2024-12-30,62,19,0,2022-08-04,2024-10-18,4.84,4.79,4.74,4.89,4.89,4.92,4.68,,f,1,0,1,0
2390,2390,2024-12-30,2020-05-09,,,50%,f,1,1,t,t,59.25769,18.11208,Private room in rental unit,Private room,3,,1 shared bath,,,,2,6,2,2,6,6,t,28,58,88,363,2024-12-30,1,0,0,2023-08-19,2023-08-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,0,1,0
2399,2399,2024-12-30,2015-08-07,,,100%,f,2,2,t,t,59.30477,18.03615,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,920.0,1,13,1,1,13,13,t,27,57,87,362,2024-12-30,9,5,0,2022-08-19,2024-09-03,5.0,5.0,5.0,5.0,5.0,4.78,4.89,,f,2,1,1,0
2407,2407,2024-12-30,2018-05-03,within an hour,100.0,63%,f,1,1,t,t,59.34870675704278,18.06196695319393,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,436.0,3,14,3,3,14,14,t,8,8,8,8,2024-12-30,19,2,1,2022-08-17,2024-12-26,4.89,4.89,4.95,4.79,4.89,4.89,4.84,,f,1,0,1,0
2412,2412,2024-12-30,2018-10-16,,,,f,2,2,t,t,59.2488,18.06127,Private room in rental unit,Private room,2,,1 shared bath,,,,2,30,2,2,1125,1125,t,0,0,0,0,2024-12-30,4,0,0,2022-09-01,2022-09-27,4.75,5.0,5.0,5.0,5.0,4.0,4.5,,t,1,0,1,0
2415,2415,2024-12-30,2020-01-08,,,0%,f,1,1,f,t,59.31774659761734,18.06867543961925,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,964.0,1,14,1,1,14,14,t,29,59,89,269,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
2432,2432,2024-12-30,2016-05-24,within an hour,100.0,77%,f,3,3,t,t,59.34055,18.0699,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,528.0,2,70,4,28,70,70,t,9,37,38,38,2024-12-30,61,19,3,2022-09-17,2024-12-14,4.79,4.8,4.51,4.93,4.93,4.95,4.8,,f,2,0,2,0
2438,2438,2024-12-30,2022-09-02,a few days or more,0.0,0%,f,1,1,t,t,59.2973416,18.0922069,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,350.0,2,365,2,2,365,365,t,30,60,86,361,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
2451,2451,2024-12-30,2022-09-04,within a few hours,100.0,62%,f,1,1,t,t,59.30632,18.00853,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,550.0,1,37,1,1,37,37,t,0,26,56,331,2024-12-30,5,1,0,2022-09-25,2024-05-20,4.8,4.8,4.6,5.0,5.0,4.8,4.6,,f,1,0,1,0
2453,2453,2024-12-30,2014-08-13,within an hour,100.0,59%,t,2,2,t,t,59.30936,18.08261,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,2.0,914.0,2,5,2,2,5,5,t,16,46,76,166,2024-12-30,14,9,0,2022-09-29,2024-09-01,4.86,4.86,4.93,5.0,5.0,5.0,4.93,,f,2,1,1,0
2468,2468,2024-12-30,2016-12-29,,,89%,t,1,1,t,t,59.33974429566033,18.03536418825388,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,0.0,1250.0,2,14,2,2,14,14,t,0,27,57,145,2024-12-30,40,18,0,2023-05-06,2024-09-23,4.95,4.95,4.95,4.98,4.93,5.0,4.88,,f,1,0,1,0
2472,2472,2024-12-30,2015-07-19,,,100%,f,2,2,t,t,59.37960709999999,17.8620145,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,499.0,2,30,2,2,30,30,t,28,58,88,178,2024-12-30,10,2,0,2022-10-04,2024-05-12,4.8,4.9,4.8,5.0,4.9,4.8,4.9,,f,2,1,1,0
2483,2483,2024-12-30,2015-06-04,within a few hours,80.0,31%,f,5,15,t,t,59.27888,18.03682,Private room in home,Private room,2,1.0,1 shared bath,0.0,1.0,528.0,1,365,1,1,365,365,t,26,26,26,288,2024-12-30,29,8,0,2022-10-16,2024-11-10,4.66,4.62,4.41,4.83,4.76,4.69,4.66,,f,3,1,2,0
2495,2495,2024-12-30,2022-02-22,within an hour,60.0,99%,f,5,5,t,t,59.29862,18.01675,Room in aparthotel,Private room,2,,1 bath,1.0,,,1,365,1,1,365,365,t,23,53,83,344,2024-12-30,1,1,0,2024-05-20,2024-05-20,4.0,4.0,3.0,5.0,5.0,4.0,5.0,,t,5,0,5,0
2504,2504,2024-12-30,2018-02-11,,,100%,f,1,1,t,t,59.40202,17.94262,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,300.0,20,365,20,20,365,365,t,30,60,90,365,2024-12-30,1,1,0,2024-05-02,2024-05-02,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,t,1,0,1,0
2522,2522,2024-12-30,2015-08-04,,,50%,f,1,1,t,t,59.257307,18.0337229,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,379.0,4,1125,1,1,1125,1125,t,28,58,88,178,2024-12-30,7,1,0,2022-11-25,2024-05-21,4.57,4.43,5.0,4.57,4.43,4.71,4.57,,f,1,0,1,0
2526,2526,2024-12-30,2014-09-02,within an hour,100.0,100%,f,1,1,t,t,59.28201,18.00676,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,549.0,1,30,1,1,30,30,t,20,46,75,332,2024-12-30,19,6,0,2023-02-11,2024-11-06,4.84,4.84,4.84,4.95,5.0,4.89,4.89,,f,1,0,1,0
2537,2537,2024-12-30,2017-11-07,,,40%,f,1,1,t,t,59.30419,18.11258,Private room in rental unit,Private room,1,,1 shared bath,,,,1,365,1,1,365,365,t,0,0,0,243,2024-12-30,1,0,0,2022-12-14,2022-12-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0
2554,2554,2024-12-30,2016-11-09,,,,f,1,4,t,t,59.31561,18.00051,Private room in rental unit,Private room,2,,1 private bath,,,,2,20,2,2,20,20,t,0,0,0,0,2024-12-30,1,0,0,2023-10-22,2023-10-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0
2556,2556,2024-12-30,2014-01-17,within a day,80.0,67%,f,2,5,t,t,59.36838,17.84273,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,180.0,7,365,7,7,365,365,t,0,0,0,212,2024-12-30,2,1,0,2023-01-18,2024-08-31,5.0,5.0,5.0,5.0,5.0,3.0,5.0,,f,2,0,2,0
2558,2558,2024-12-30,2014-01-17,within a day,80.0,67%,f,2,5,t,t,59.36967001631103,17.843430672841855,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,180.0,7,365,7,7,365,365,t,28,58,88,363,2024-12-30,3,1,0,2023-01-21,2024-08-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,0,2,0
2559,2559,2024-12-30,2022-12-03,,,,f,1,1,t,t,59.40959,17.93828,Private room in condo,Private room,2,,1 shared bath,,,,1,100,1,1,100,100,t,0,0,0,0,2024-12-30,20,0,0,2023-02-18,2023-10-22,4.9,4.9,4.95,4.9,4.95,4.7,4.8,,f,1,0,1,0
2560,2560,2024-12-30,2018-11-09,,,,f,1,1,t,f,59.35568,17.87686,Private room in rental unit,Private room,1,,1 shared bath,,,,2,1125,2,2,1125,1125,,0,0,0,0,2024-12-30,6,0,0,2022-12-26,2023-05-01,4.17,4.17,4.33,4.17,4.17,4.0,4.17,,f,1,0,1,0
2562,2562,2024-12-30,2018-08-20,,,100%,f,1,1,t,t,59.2669769,18.1333738,Private room in rental unit,Private room,4,,1 shared bath,2.0,,,3,1125,3,3,1125,1125,t,30,60,90,180,2024-12-30,7,1,0,2023-01-18,2024-07-07,4.57,4.71,3.86,4.71,4.43,4.86,4.14,,f,1,0,1,0
2577,2577,2024-12-30,2022-12-17,,,89%,f,1,1,f,t,59.28906079999999,18.0936083,Private room in rental unit,Private room,2,,1 shared bath,,,,1,1125,1,1,1125,1125,t,0,0,0,0,2024-12-30,33,5,0,2023-01-27,2024-07-20,4.82,4.85,4.79,4.91,4.91,4.82,4.79,,f,1,0,1,0
2591,2591,2024-12-30,2022-12-29,a few days or more,25.0,0%,f,1,1,f,t,59.28687121227277,17.967848784723174,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,105.0,1,365,1,1,365,365,t,15,45,75,346,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
2595,2595,2024-12-30,2022-12-30,within an hour,100.0,100%,f,1,1,t,t,59.2832365,17.9784925,Private room in villa,Private room,4,1.0,1 private bath,2.0,4.0,650.0,2,7,2,2,1125,1125,t,6,32,38,180,2024-12-30,53,26,1,2023-02-12,2024-12-04,5.0,4.98,4.96,5.0,4.98,4.81,4.94,,f,1,0,1,0
2598,2598,2024-12-30,2023-01-01,within a day,100.0,57%,f,1,1,f,t,59.38554822688914,17.864876577043294,Private room in home,Private room,4,1.0,1 private bath,1.0,2.0,450.0,1,365,1,1,365,365,t,17,18,18,291,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
2599,2599,2024-12-30,2011-10-30,,,0%,f,1,1,t,t,59.280018202397216,18.009592411750837,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,0.0,400.0,20,1125,20,20,1125,1125,t,28,58,88,363,2024-12-30,26,0,0,2023-02-27,2023-11-12,4.92,4.96,4.92,4.92,5.0,4.85,4.88,,f,1,0,1,0
