,Unnamed: 0,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
1,1,2024-12-30,2011-02-27,within a day,100.0,15%,f,2,4,t,t,59.33351,18.03693,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,414.0,2,20,2,2,20,20,t,25,55,85,360,2024-12-30,64,1,0,2011-09-29,2024-08-30,4.68,4.7,4.63,4.87,4.88,4.81,4.7,,f,2,1,1,0
2,2,2024-12-30,2011-10-05,within a few hours,100.0,0%,f,1,1,t,t,59.33872,18.05131,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,1320.0,1,60,1,1,60,60,t,28,58,88,88,2024-12-30,110,0,0,2011-11-28,2016-12-13,4.79,4.65,4.71,4.85,4.95,4.85,4.64,,f,1,1,0,0
4,4,2024-12-30,2011-11-22,within a few hours,100.0,100%,f,3,3,t,t,59.30543,18.10771,Entire rental unit,Entire home/apt,4,2.0,2 baths,3.0,3.0,2750.0,6,30,6,6,30,30,t,2,2,2,9,2024-12-30,4,0,0,2012-07-19,2017-07-31,5.0,5.0,5.0,5.0,4.75,5.0,5.0,,f,2,2,0,0
6,6,2024-12-30,2011-10-22,within an hour,100.0,100%,f,1,20,t,t,59.30318,17.99521,Entire rental unit,Entire home/apt,4,,1.5 baths,1.0,,,3,1125,3,3,1125,1125,t,17,35,35,236,2024-12-30,68,10,0,2012-02-21,2024-09-21,4.47,4.38,4.4,4.67,4.71,4.38,4.42,,t,1,1,0,0
8,8,2024-12-30,2012-01-02,within a day,100.0,41%,f,2,3,t,t,59.34685,18.06056,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,3.0,4.0,4300.0,5,60,5,5,60,60,t,27,56,82,325,2024-12-30,97,5,0,2012-06-18,2024-09-03,4.97,4.92,4.8,4.97,4.98,4.98,4.87,,f,1,1,0,0
11,11,2024-12-30,2011-06-26,within an hour,100.0,100%,f,1,3,t,t,59.24656,18.17775,Entire guesthouse,Entire home/apt,1,1.0,1 bath,1.0,1.0,360.0,1,1125,1,1,1125,1125,t,27,57,87,177,2024-12-30,25,6,1,2012-05-08,2024-12-03,4.19,4.08,4.17,4.54,4.63,4.17,4.0,,f,1,1,0,0
14,14,2024-12-30,2012-04-23,within an hour,100.0,100%,f,1,1,t,t,59.31041093355452,18.02404045094815,Private room in rental unit,Private room,1,,1 shared bath,,,,3,25,3,3,25,25,t,0,0,0,0,2024-12-30,100,0,0,2012-05-10,2023-11-18,4.64,4.77,4.58,4.84,4.85,4.66,4.5,,f,1,0,1,0
20,20,2024-12-30,2012-06-25,within an hour,100.0,100%,f,1,1,t,t,59.34171,18.03712,Entire loft,Entire home/apt,3,1.5,1.5 baths,0.0,2.0,1000.0,4,50,3,5,50,50,t,8,8,8,8,2024-12-30,43,2,0,2015-05-14,2024-01-15,4.63,4.7,4.47,4.7,4.74,4.91,4.47,,f,1,1,0,0
25,25,2024-12-30,2012-03-02,within a few hours,100.0,83%,f,1,1,t,t,59.292661,18.11225,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,3.0,552.0,14,1125,14,14,1125,1125,t,0,0,0,22,2024-12-30,12,2,0,2012-12-09,2024-08-12,5.0,5.0,4.92,5.0,5.0,4.83,4.92,,f,1,1,0,0
26,26,2024-12-30,2012-05-17,within a few hours,100.0,21%,f,1,1,t,t,59.31414,18.08102,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,,2,2,2,2,2,2,t,0,0,0,0,2024-12-30,104,2,0,2012-11-19,2024-06-30,4.83,4.89,4.9,4.86,4.88,4.95,4.75,,f,1,1,0,0
27,27,2024-12-30,2012-10-21,within an hour,100.0,100%,f,1,1,t,f,59.31544,18.0755,Entire condo,Entire home/apt,2,1.0,1 bath,2.0,3.0,1250.0,75,270,60,75,270,270,t,5,5,5,95,2024-12-30,18,0,0,2013-08-19,2021-06-04,4.78,4.67,4.67,4.94,5.0,5.0,4.61,,f,1,1,0,0
28,28,2024-12-30,2012-10-26,within a few hours,100.0,79%,f,1,1,t,t,59.32881,18.03559,Entire rental unit,Entire home/apt,4,2.0,2 baths,1.0,4.0,1549.0,2,1125,2,2,1125,1125,t,18,48,74,307,2024-12-30,213,40,3,2015-12-01,2024-12-15,4.77,4.84,4.42,4.97,4.96,4.93,4.77,,f,1,1,0,0
31,31,2024-12-30,2012-10-24,within an hour,100.0,0%,f,1,1,t,t,59.34353,18.05081,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,1.0,1800.0,5,15,5,5,15,15,t,0,0,0,27,2024-12-30,20,0,0,2013-02-26,2018-10-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0
32,32,2024-12-30,2012-11-13,within a day,100.0,86%,f,1,1,t,t,59.32142,17.99469,Entire home,Entire home/apt,6,1.0,1 bath,3.0,6.0,1700.0,5,1125,3,5,1125,1125,t,0,0,0,27,2024-12-30,28,6,0,2013-07-16,2024-08-08,4.96,4.93,5.0,4.89,4.93,4.64,4.86,,f,1,1,0,0
35,35,2024-12-30,2012-12-04,within an hour,100.0,75%,f,1,4,t,t,59.29788,17.98505,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2.0,3.0,1843.0,3,30,3,3,30,30,t,0,6,9,9,2024-12-30,50,3,0,2013-03-26,2024-10-31,4.84,4.8,4.84,4.88,4.98,4.7,4.68,,f,1,1,0,0
41,41,2024-12-30,2011-07-05,within a day,100.0,13%,f,1,1,t,t,59.307583,18.080265,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,1320.0,5,20,5,5,20,20,t,23,53,83,353,2024-12-30,54,1,0,2013-02-06,2024-09-09,4.83,4.8,4.65,4.9,4.94,4.92,4.69,,f,1,1,0,0
43,43,2024-12-30,2013-01-24,within an hour,100.0,100%,f,1,1,t,f,59.28674,18.0953,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,873.0,1,30,1,1,30,30,t,23,50,80,80,2024-12-30,33,1,0,2016-05-15,2024-05-31,5.0,4.94,4.79,4.94,4.94,5.0,4.85,,f,1,0,1,0
44,44,2024-12-30,2013-01-31,within a few hours,100.0,98%,f,2,2,t,t,59.27977,17.89568,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1.0,1.0,790.0,3,365,3,3,1125,1125,t,0,0,29,276,2024-12-30,338,10,0,2013-03-25,2024-11-15,4.47,4.62,4.63,4.8,4.81,4.41,4.56,,f,2,2,0,0
51,51,2024-12-30,2013-05-01,within an hour,100.0,75%,f,1,1,t,t,59.32769,18.0365,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,1.0,1.0,1800.0,2,20,3,4,20,20,t,23,53,83,168,2024-12-30,33,1,0,2013-06-13,2024-05-19,4.85,4.91,4.91,4.87,4.97,4.94,4.68,,f,1,1,0,0
56,56,2024-12-30,2013-05-15,within a day,100.0,44%,f,3,3,t,t,59.28332,18.04978,Entire home,Entire home/apt,6,2.0,2 baths,4.0,4.0,1800.0,3,1125,3,3,1125,1125,t,26,56,86,352,2024-12-30,13,5,0,2013-07-28,2024-07-28,5.0,5.0,4.69,4.85,4.92,4.85,4.85,,f,2,1,1,0
61,61,2024-12-30,2013-05-06,within an hour,100.0,95%,f,1,1,t,t,59.28009,18.06047,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,3786.0,3,60,1,3,1125,1125,t,30,60,86,250,2024-12-30,101,10,1,2014-03-12,2024-12-10,4.75,4.78,4.48,4.85,4.96,4.83,4.59,,f,1,1,0,0
66,66,2024-12-30,2013-06-12,within an hour,100.0,0%,f,1,1,t,t,59.34607,18.06306,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,4.0,2200.0,14,90,14,14,90,90,t,10,17,21,204,2024-12-30,12,0,0,2015-08-02,2023-08-13,4.83,5.0,4.83,5.0,5.0,5.0,4.83,,f,1,1,0,0
69,69,2024-12-30,2013-01-13,within an hour,100.0,0%,f,1,2,t,t,59.3397,18.07834,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,975.0,2,20,2,2,20,20,t,29,59,89,364,2024-12-30,31,0,0,2013-08-16,2016-09-03,4.77,4.77,4.74,4.84,4.9,4.9,4.61,,f,1,0,1,0
77,77,2024-12-30,2013-08-07,within an hour,100.0,0%,f,1,5,t,t,59.27643,18.13432,Private room in rental unit,Private room,2,,1 bath,,,,2,1125,2,2,1125,1125,t,0,2,5,278,2024-12-30,92,0,0,2014-04-21,2022-05-27,4.82,4.63,4.95,4.88,4.93,4.59,4.76,,f,1,0,1,0
84,84,2024-12-30,2013-07-03,within an hour,100.0,100%,f,1,2,t,t,59.32443,18.07014,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,1686.0,3,1125,3,3,1125,1125,t,27,30,30,95,2024-12-30,263,42,1,2015-09-29,2024-12-13,4.58,4.71,4.61,4.87,4.85,4.92,4.53,,t,1,1,0,0
88,88,2024-12-30,2013-09-09,within an hour,100.0,99%,f,2,4,t,t,59.31311,18.08324,Entire loft,Entire home/apt,3,1.0,1 bath,1.0,2.0,1543.0,3,40,2,3,40,40,t,24,27,27,27,2024-12-30,220,77,4,2014-11-03,2024-12-28,4.94,4.94,4.94,4.87,4.9,4.93,4.89,,f,1,1,0,0
89,89,2024-12-30,2013-05-06,within a day,100.0,0%,f,1,1,t,t,59.30509,18.01309,Private room in rental unit,Private room,1,,1 shared bath,,,,2,1125,2,2,1125,1125,t,1,1,1,1,2024-12-30,48,0,0,2013-12-19,2019-06-04,4.85,4.74,4.98,4.87,4.88,4.64,4.64,,f,1,0,1,0
90,90,2024-12-30,2013-09-21,within a few hours,100.0,38%,f,3,3,t,t,59.31729,18.06978,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,4.0,4000.0,2,4,3,3,4,4,t,0,0,0,4,2024-12-30,10,2,0,2015-08-09,2024-06-03,5.0,5.0,5.0,4.9,5.0,4.9,5.0,,f,1,1,0,0
101,101,2024-12-30,2013-11-27,within a day,100.0,,f,1,6,t,t,59.33819,18.06881,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,2.0,2.0,850.0,90,100,90,90,100,100,t,0,26,56,146,2024-12-30,100,0,0,2014-03-18,2020-09-17,4.84,4.9,4.96,4.95,4.97,4.87,4.8,,f,1,1,0,0
104,104,2024-12-30,2012-08-31,within a few hours,100.0,41%,f,1,5,t,t,59.31691,18.06119,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,350.0,7,1125,7,7,1125,1125,t,16,16,16,280,2024-12-30,75,8,1,2014-02-07,2024-12-15,4.58,4.61,4.57,4.69,4.8,4.84,4.51,,f,1,0,1,0
108,108,2024-12-30,2014-02-24,within an hour,100.0,100%,f,2,2,t,t,59.34496,18.05438,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,1193.0,4,730,4,4,1125,1125,t,19,37,61,300,2024-12-30,249,39,3,2015-11-15,2024-12-17,4.94,4.94,4.87,4.97,4.95,4.9,4.84,,f,1,1,0,0
109,109,2024-12-30,2014-02-26,within a few hours,100.0,79%,f,1,6,t,f,59.33677,18.0272,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,990.0,7,100,7,7,100,100,t,30,60,90,365,2024-12-30,7,0,0,2015-05-01,2018-09-16,4.43,4.57,4.0,4.71,4.86,4.86,4.29,,f,1,1,0,0
113,113,2024-12-30,2013-06-15,within a few hours,100.0,67%,f,2,3,t,t,59.33362,17.98046,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,700.0,14,90,14,14,90,90,t,12,42,43,69,2024-12-30,41,0,0,2014-05-04,2021-10-31,4.8,4.66,4.41,4.93,4.93,4.77,4.6,,f,1,1,0,0
118,118,2024-12-30,2014-03-25,within an hour,100.0,83%,f,1,1,t,t,59.27644189999999,18.114881,Entire home,Entire home/apt,6,2.0,2 baths,5.0,4.0,2000.0,5,20,5,5,20,20,t,0,0,0,120,2024-12-30,6,3,0,2023-07-16,2024-07-31,5.0,4.83,5.0,5.0,5.0,5.0,4.67,,f,1,1,0,0
125,125,2024-12-30,2014-04-04,within an hour,100.0,100%,f,1,3,t,t,59.31951,18.03471,Entire rental unit,Entire home/apt,5,,1.5 baths,2.0,,,3,20,3,3,20,20,t,0,0,0,0,2024-12-30,54,9,1,2014-06-23,2024-12-29,4.93,4.91,4.87,4.93,4.96,4.91,4.85,,f,1,1,0,0
126,126,2024-12-30,2014-04-06,within a day,100.0,73%,f,1,1,t,t,59.33831894360351,17.966414450750715,Entire villa,Entire home/apt,8,2.0,2 baths,6.0,6.0,3129.0,3,365,2,3,365,365,t,27,50,80,244,2024-12-30,11,4,0,2023-07-23,2024-11-25,4.64,4.36,4.09,5.0,4.55,4.82,4.27,,f,1,1,0,0
129,129,2024-12-30,2014-04-22,within a few hours,100.0,100%,f,2,2,t,t,59.27538,17.97923,Entire home,Entire home/apt,6,,3 baths,6.0,,,5,60,5,5,60,60,t,0,0,0,0,2024-12-30,5,0,0,2014-07-06,2015-08-08,4.2,4.4,3.2,5.0,4.8,4.4,4.8,,f,1,1,0,0
132,132,2024-12-30,2011-06-08,within a day,100.0,40%,f,1,3,t,t,59.30884,18.0841,Entire rental unit,Entire home/apt,4,,1 bath,4.0,,,6,1125,6,6,1125,1125,t,0,0,0,5,2024-12-30,8,2,0,2015-07-12,2024-07-21,5.0,5.0,5.0,5.0,5.0,4.88,4.88,,f,1,1,0,0
137,137,2024-12-30,2012-12-02,within an hour,100.0,46%,f,1,1,t,t,59.30812,18.06417,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,3.0,3.0,4000.0,3,1125,3,3,1125,1125,t,4,11,41,316,2024-12-30,52,4,0,2014-06-02,2024-07-23,4.85,4.6,4.9,4.87,4.94,4.79,4.71,,f,1,1,0,0
138,138,2024-12-30,2013-08-28,within a day,100.0,83%,f,1,4,t,t,59.27691,18.00104,Private room in guesthouse,Private room,2,1.0,1 private bath,1.0,1.0,1200.0,2,365,2,2,365,365,t,30,60,90,365,2024-12-30,5,3,0,2023-05-06,2024-06-29,4.8,5.0,4.8,5.0,5.0,4.4,4.4,,f,1,0,1,0
142,142,2024-12-30,2014-04-16,within an hour,100.0,50%,f,1,1,t,t,59.26879,18.07823,Entire villa,Entire home/apt,5,2.0,2 baths,3.0,6.0,2600.0,6,30,6,6,30,30,t,18,48,78,258,2024-12-30,15,1,0,2015-06-28,2024-06-28,4.93,4.8,4.93,4.8,4.93,4.8,4.67,,f,1,1,0,0
151,151,2024-12-30,2014-06-09,within a day,100.0,56%,f,1,1,t,t,59.31687,18.03622,Entire rental unit,Entire home/apt,5,2.0,2 baths,4.0,6.0,3200.0,4,30,4,4,30,30,t,3,9,12,198,2024-12-30,13,8,1,2023-07-15,2024-12-27,5.0,5.0,4.92,5.0,5.0,4.92,5.0,,f,1,1,0,0
156,156,2024-12-30,2014-06-16,within an hour,100.0,78%,f,1,3,t,t,59.33265,18.01518,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,3.0,2000.0,5,30,5,5,30,30,t,0,0,0,42,2024-12-30,19,4,0,2016-07-05,2024-08-01,4.84,4.95,4.68,4.83,4.89,4.94,4.94,,f,1,1,0,0
157,157,2024-12-30,2014-06-17,within an hour,100.0,100%,f,1,1,t,t,59.33082,18.03923,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,2500.0,6,730,6,6,730,730,t,7,7,7,7,2024-12-30,37,1,1,2014-07-11,2024-12-28,4.86,4.86,4.89,4.89,4.89,4.78,4.58,,f,1,1,0,0
158,158,2024-12-30,2012-10-25,within a few hours,100.0,42%,f,1,3,t,t,59.31806,18.04668,Entire rental unit,Entire home/apt,1,1.5,1.5 baths,1.0,0.0,1366.0,3,1125,3,3,1125,1125,t,5,5,5,187,2024-12-30,23,2,1,2014-08-15,2024-12-11,4.35,4.43,4.35,4.43,4.61,4.64,4.14,,f,1,1,0,0
160,160,2024-12-30,2014-06-23,within an hour,100.0,20%,f,3,4,t,t,59.31936,17.98259,Entire condo,Entire home/apt,4,1.0,1 bath,3.0,4.0,2000.0,1,365,1,1,365,365,t,30,60,90,365,2024-12-30,0,0,0,,,,,,,,,,,f,1,1,0,0
170,170,2024-12-30,2014-07-23,within an hour,100.0,88%,f,1,3,t,t,59.30894,18.08553,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,,6,40,6,6,40,40,t,8,8,8,8,2024-12-30,51,6,0,2014-08-13,2024-08-18,4.86,4.9,4.9,4.88,4.94,4.86,4.8,,f,1,1,0,0
174,174,2024-12-30,2014-07-31,within a day,100.0,50%,f,1,1,t,t,59.30213,18.00905,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,720.0,14,90,14,14,90,90,t,0,17,47,137,2024-12-30,0,0,0,,,,,,,,,,,f,1,1,0,0
195,195,2024-12-30,2014-10-15,within a few hours,100.0,85%,f,2,2,t,t,59.32913,17.97592,Entire home,Entire home/apt,8,3.0,3 baths,5.0,6.0,4500.0,4,1125,4,4,1125,1125,t,6,6,6,50,2024-12-30,50,4,0,2015-08-14,2024-08-05,4.92,4.88,4.88,4.94,4.98,4.9,4.9,,f,1,1,0,0
196,196,2024-12-30,2014-10-20,within an hour,100.0,57%,f,1,1,t,t,59.30637,18.10411,Entire condo,Entire home/apt,4,1.5,1.5 baths,3.0,3.0,2500.0,6,14,6,6,14,14,t,0,0,0,121,2024-12-30,42,4,0,2015-01-25,2024-08-12,4.98,4.86,5.0,4.93,4.98,4.83,4.81,,f,1,1,0,0
201,201,2024-12-30,2014-11-13,within an hour,100.0,100%,f,2,2,t,t,59.2759,18.00136,Private room in villa,Private room,1,1.5,1.5 baths,1.0,1.0,950.0,1,60,1,1,60,60,t,23,40,40,40,2024-12-30,29,8,1,2014-12-02,2024-12-08,4.97,4.93,5.0,5.0,5.0,5.0,4.93,,f,2,1,1,0
202,202,2024-12-30,2013-12-22,within an hour,100.0,69%,f,3,4,t,t,59.35263,18.08682,Entire condo,Entire home/apt,7,2.0,2 baths,4.0,5.0,3058.0,5,1125,5,5,1125,1125,t,6,36,66,341,2024-12-30,68,3,0,2015-01-06,2024-08-13,4.72,4.76,4.72,4.85,4.89,4.55,4.78,,f,1,1,0,0
206,206,2024-12-30,2013-05-17,within a day,100.0,85%,f,1,1,t,t,59.314404,18.081444,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,1541.0,4,20,2,4,20,20,t,3,3,3,3,2024-12-30,85,12,0,2015-06-16,2024-10-27,4.85,4.93,4.85,4.86,4.93,4.95,4.7,,f,1,1,0,0
209,209,2024-12-30,2014-12-12,within an hour,100.0,100%,f,2,2,t,t,59.31982,18.03371,Entire condo,Entire home/apt,5,,1 bath,2.0,,,7,30,7,7,30,30,t,4,4,4,4,2024-12-30,12,3,0,2022-07-22,2024-08-10,4.83,4.92,4.92,4.92,5.0,4.92,4.83,,f,1,1,0,0
213,213,2024-12-30,2013-04-17,within an hour,100.0,0%,f,1,1,t,t,59.26592,18.05942,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,820.0,5,14,5,5,14,14,t,0,0,0,28,2024-12-30,6,0,0,2016-02-14,2019-07-21,5.0,5.0,5.0,5.0,5.0,4.33,4.5,,f,1,1,0,0
215,215,2024-12-30,2015-01-20,within a few hours,100.0,100%,f,1,2,t,t,59.34482,17.8878,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,670.0,2,15,2,2,15,15,t,29,59,89,179,2024-12-30,32,2,0,2015-09-02,2024-09-01,4.97,4.97,4.91,4.97,5.0,4.97,5.0,,f,1,0,1,0
220,220,2024-12-30,2014-05-30,within an hour,100.0,60%,f,2,2,t,t,59.37677,17.79983,Entire townhouse,Entire home/apt,8,2.0,2 baths,4.0,5.0,1200.0,2,21,2,2,21,21,t,0,0,0,0,2024-12-30,36,0,0,2015-04-06,2022-01-02,4.94,4.92,4.97,4.86,5.0,4.86,4.92,,f,1,1,0,0
224,224,2024-12-30,2014-10-31,within an hour,100.0,100%,f,1,1,t,t,59.3727,18.0539,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,1491.0,7,50,7,7,50,50,t,0,0,0,87,2024-12-30,8,3,0,2015-08-08,2024-08-20,5.0,5.0,5.0,5.0,5.0,5.0,4.88,,f,1,1,0,0
227,227,2024-12-30,2013-08-23,within a day,100.0,100%,f,2,2,t,t,59.30385,17.96736,Entire home,Entire home/apt,10,,3.5 baths,5.0,,,4,1125,4,4,1125,1125,t,0,0,0,0,2024-12-30,6,0,0,2015-07-11,2018-04-16,4.83,4.83,4.33,5.0,5.0,4.67,4.67,,f,2,2,0,0
228,228,2024-12-30,2015-02-28,within an hour,100.0,50%,f,1,1,t,t,59.31723,18.03132,Entire rental unit,Entire home/apt,8,3.0,3 baths,3.0,6.0,2999.0,5,30,6,6,30,30,t,1,1,1,82,2024-12-30,17,2,0,2015-04-11,2024-08-07,4.82,4.76,4.59,5.0,5.0,4.94,4.71,,f,1,1,0,0
237,237,2024-12-30,2015-03-17,within a day,100.0,67%,f,1,2,t,t,59.31056,18.05251,Entire condo,Entire home/apt,2,1.0,1 bath,2.0,0.0,1490.0,28,90,28,28,90,90,t,0,9,9,78,2024-12-30,17,1,0,2015-06-28,2024-09-07,4.88,4.88,4.35,5.0,4.94,4.88,4.75,,f,1,1,0,0
242,242,2024-12-30,2013-06-26,within a day,100.0,21%,f,2,3,t,t,59.27554,17.98705,Entire villa,Entire home/apt,5,1.5,1.5 baths,2.0,2.0,1778.0,2,1125,2,2,1125,1125,t,29,59,89,179,2024-12-30,42,3,0,2015-06-30,2024-07-31,4.86,4.9,4.71,4.9,4.93,4.71,4.67,,f,2,2,0,0
244,244,2024-12-30,2015-02-04,within an hour,100.0,0%,f,1,1,t,t,59.32963,18.02948,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,3.0,2600.0,6,21,6,6,21,21,t,0,0,0,125,2024-12-30,10,0,0,2015-07-14,2023-07-30,5.0,5.0,5.0,4.9,4.9,5.0,5.0,,f,1,1,0,0
252,252,2024-12-30,2014-05-04,within an hour,100.0,100%,f,1,1,t,t,59.26684967872894,18.13878257228612,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,850.0,2,365,2,2,365,365,t,6,23,53,53,2024-12-30,35,29,2,2023-06-20,2024-12-16,4.97,4.94,5.0,5.0,5.0,4.86,4.94,,t,1,1,0,0
255,255,2024-12-30,2015-04-13,within an hour,100.0,25%,f,1,1,t,t,59.34154681511023,18.03099094906626,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,2000.0,3,365,3,3,365,365,t,28,58,88,268,2024-12-30,1,1,0,2024-07-18,2024-07-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0
259,259,2024-12-30,2015-04-19,within a few hours,100.0,100%,f,1,2,t,t,59.31376,17.99323,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,1000.0,2,7,2,2,7,7,t,5,22,36,116,2024-12-30,21,2,0,2015-05-04,2024-11-17,4.81,4.9,4.67,4.95,4.95,4.67,4.81,,f,1,1,0,0
264,264,2024-12-30,2015-04-28,within a day,100.0,0%,f,1,1,t,t,59.36636,17.82318,Entire home,Entire home/apt,8,2.0,2 baths,5.0,7.0,3141.0,4,1125,4,4,1125,1125,t,27,57,87,177,2024-12-30,87,0,0,2016-03-30,2023-08-22,4.95,4.86,4.7,5.0,5.0,4.79,4.85,,f,1,1,0,0
265,265,2024-12-30,2013-11-09,within a day,100.0,,f,1,1,t,t,59.34567,18.05458,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,2.0,1.0,1850.0,4,1125,4,4,1125,1125,t,28,58,88,88,2024-12-30,21,0,0,2015-09-25,2023-07-02,4.76,4.9,4.9,4.95,5.0,4.9,4.62,,f,1,1,0,0
272,272,2024-12-30,2015-05-05,within an hour,100.0,88%,f,1,2,t,t,59.29622,18.03982,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,980.0,4,1125,4,4,1125,1125,t,16,46,76,345,2024-12-30,48,4,0,2016-05-15,2024-08-19,4.81,4.79,4.98,4.96,4.98,4.79,4.77,,f,1,1,0,0
274,274,2024-12-30,2012-09-30,within a few hours,100.0,92%,f,1,1,t,t,59.291851,18.106318,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,1490.0,2,31,2,4,31,31,t,0,10,10,10,2024-12-30,56,9,0,2015-06-08,2024-11-03,4.98,5.0,4.95,4.95,5.0,4.85,4.91,,f,1,1,0,0
275,275,2024-12-30,2015-05-07,within a day,100.0,29%,f,1,6,t,t,59.27544,18.14469,Entire townhouse,Entire home/apt,5,0.5,Half-bath,1.0,3.0,1000.0,6,1125,6,6,1125,1125,t,9,9,9,256,2024-12-30,28,3,0,2015-07-22,2024-08-22,4.46,4.48,3.89,5.0,4.7,4.78,4.48,,f,1,1,0,0
286,286,2024-12-30,2014-02-16,within a day,100.0,0%,f,3,4,t,t,59.29963,18.00624,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,4.0,4.0,1500.0,5,1125,5,5,1125,1125,t,0,0,0,0,2024-12-30,30,0,0,2015-07-24,2022-07-27,4.57,4.6,4.69,4.79,4.93,4.41,4.68,,f,2,1,1,0
294,294,2024-12-30,2015-06-02,within an hour,100.0,100%,f,1,1,t,t,59.30987,18.07644,Entire condo,Entire home/apt,4,,1 bath,3.0,,,3,1125,3,5,1125,1125,t,3,4,4,4,2024-12-30,52,3,0,2015-07-11,2024-08-05,5.0,4.94,5.0,4.96,5.0,4.96,4.82,,f,1,1,0,0
298,298,2024-12-30,2014-07-15,within a few hours,100.0,100%,f,1,1,t,t,59.30416066118392,18.02266130370484,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,4.0,1995.0,4,30,4,4,30,30,t,2,2,31,90,2024-12-30,7,7,0,2024-05-20,2024-11-03,4.86,4.86,4.86,5.0,4.71,5.0,4.86,,f,1,1,0,0
309,309,2024-12-30,2013-12-25,within a few hours,100.0,100%,f,1,1,t,t,59.29277,17.93269,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,450.0,3,155,3,30,1125,1125,t,0,0,0,82,2024-12-30,65,4,0,2015-07-07,2024-11-03,4.82,4.83,4.8,4.9,4.84,4.48,4.7,,f,1,0,1,0
311,311,2024-12-30,2014-10-22,within an hour,100.0,78%,f,1,2,t,t,59.27841,18.0735,Entire villa,Entire home/apt,6,2.0,2 baths,4.0,2.0,2640.0,5,1125,5,5,1125,1125,t,0,0,0,185,2024-12-30,47,5,0,2015-08-13,2024-08-12,4.62,4.81,4.4,4.89,4.85,4.77,4.53,,f,1,1,0,0
312,312,2024-12-30,2013-01-31,within a few hours,100.0,98%,f,2,2,t,t,59.27813,17.87429,Entire guesthouse,Entire home/apt,3,1.0,1 bath,1.0,2.0,790.0,4,1125,4,4,1125,1125,t,29,59,89,282,2024-12-30,247,5,0,2015-07-01,2024-09-01,4.58,4.75,4.77,4.79,4.78,4.52,4.7,,f,2,2,0,0
