,Unnamed: 0,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
2747,2747,2024-12-30,2023-03-15,within an hour,100.0,92%,t,1,1,t,t,59.31667,18.07279,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,597.0,1,30,1,1,30,30,t,27,30,30,30,2024-12-30,80,58,4,2023-03-26,2024-12-15,4.78,4.84,4.69,4.81,4.84,4.93,4.73,,t,1,0,1,0
2750,2750,2024-12-30,2020-08-15,,,,f,29,37,t,t,59.30153019999999,18.1062014,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,0.0,1.0,1011.0,1,365,2,3,99,99,t,29,59,89,364,2024-12-30,165,103,14,2023-06-22,2024-12-27,4.65,4.7,4.63,4.88,4.68,4.49,4.57,,t,22,22,0,0
2751,2751,2024-12-30,2020-08-15,,,,f,29,37,t,t,59.3249171,18.0684549,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,3.0,4.0,3164.0,2,365,2,3,99,99,t,4,13,30,253,2024-12-30,70,50,4,2023-05-04,2024-12-25,4.61,4.59,4.77,4.84,4.76,4.86,4.56,,t,22,22,0,0
2772,2772,2024-12-30,2016-08-23,,,100%,t,1,2,t,t,59.23741607724035,18.09096703316316,Entire rental unit,Entire home/apt,8,,1 bath,2.0,,,3,28,3,3,1125,1125,t,0,0,0,0,2024-12-30,52,21,0,2023-04-18,2024-08-31,4.87,4.87,5.0,4.92,4.96,4.83,4.87,,t,1,1,0,0
2808,2808,2024-12-30,2022-06-19,within an hour,100.0,97%,f,8,8,t,t,59.41343413688096,17.937927479586143,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,3.0,489.0,1,365,1,1,365,365,t,24,54,84,340,2024-12-30,13,12,0,2023-04-30,2024-09-29,4.46,4.31,4.31,4.77,4.69,4.15,4.54,,t,6,3,3,0
2814,2814,2024-12-30,2014-10-12,within an hour,100.0,97%,f,6,10,t,t,59.28148869999999,18.0844363,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,2103.0,2,365,2,2,365,365,t,30,60,86,89,2024-12-30,7,3,1,2023-06-19,2024-12-01,4.57,4.71,4.57,4.86,4.43,4.86,4.57,,t,2,2,0,0
2832,2832,2024-12-30,2016-04-12,within an hour,100.0,100%,f,1,2,t,t,59.30172483888753,18.005957000524916,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,1329.0,5,365,5,5,365,365,t,3,3,3,4,2024-12-30,19,14,0,2023-06-30,2024-09-25,5.0,5.0,4.74,4.89,5.0,4.84,4.68,,t,1,1,0,0
2841,2841,2024-12-30,2023-04-26,,,100%,f,1,1,t,t,59.272580654549074,17.989862938989578,Entire home,Entire home/apt,5,,2 baths,4.0,,,10,365,10,10,1125,1125,t,0,0,0,0,2024-12-30,6,3,0,2023-06-28,2024-08-05,5.0,4.5,4.67,5.0,4.83,4.67,4.67,,t,1,1,0,0
2868,2868,2024-12-30,2020-09-24,within an hour,100.0,88%,f,9,9,t,t,59.33351434028304,17.977717011527208,Room in aparthotel,Entire home/apt,4,1.0,1 bath,1.0,1.0,1379.0,1,365,1,7,180,180,t,30,60,90,365,2024-12-30,5,3,2,2022-04-07,2024-12-15,4.2,4.2,4.4,4.0,3.8,4.4,4.4,,t,9,7,2,0
2869,2869,2024-12-30,2020-09-24,within an hour,100.0,88%,f,9,9,t,t,59.33371,17.97978,Room in hotel,Private room,1,1.0,1 bath,1.0,1.0,959.0,1,365,1,7,180,180,t,30,60,90,365,2024-12-30,4,3,0,2022-08-09,2024-09-17,4.25,4.5,4.5,3.75,3.75,4.75,3.5,,t,9,7,2,0
2870,2870,2024-12-30,2020-09-24,within an hour,100.0,88%,f,9,9,t,t,59.3332,17.97932,Room in aparthotel,Entire home/apt,1,1.0,1 bath,1.0,1.0,1134.0,1,365,1,7,180,180,t,30,60,90,365,2024-12-30,2,2,2,2024-12-03,2024-12-09,5.0,5.0,4.5,5.0,5.0,4.0,5.0,,t,9,7,2,0
2872,2872,2024-12-30,2020-10-01,within an hour,100.0,86%,f,3,3,t,t,59.33721506841446,18.06521382031329,Room in hotel,Private room,4,1.0,1 bath,1.0,1.0,1946.0,1,365,1,7,1,365,t,23,46,71,315,2024-12-30,8,7,3,2023-05-16,2024-12-15,4.88,4.88,5.0,5.0,4.88,4.75,4.88,,t,3,0,3,0
2873,2873,2024-12-30,2020-10-01,within an hour,100.0,86%,f,3,3,t,t,59.33718981354321,18.06552214262248,Room in hotel,Private room,1,1.0,1 bath,1.0,1.0,1393.0,1,365,1,2,120,120,t,30,60,90,365,2024-12-30,12,2,0,2020-11-28,2024-10-05,4.25,4.42,4.5,4.08,4.08,4.67,3.83,,t,3,0,3,0
2874,2874,2024-12-30,2020-10-01,within an hour,100.0,86%,f,3,3,t,t,59.33878131997194,18.065612249788263,Room in hotel,Private room,2,,1 bath,1.0,,,1,365,1,5,1,365,t,24,53,81,349,2024-12-30,4,3,0,2023-01-01,2024-07-31,4.5,5.0,4.75,4.0,4.25,4.75,4.5,,t,3,0,3,0
2875,2875,2024-12-30,2020-04-15,within a day,100.0,95%,f,6,6,t,t,59.40792936189449,17.950686550756522,Room in aparthotel,Entire home/apt,2,1.0,1 bath,1.0,1.0,1372.0,1,365,1,7,182,182,t,30,60,90,365,2024-12-30,3,1,0,2020-09-21,2024-10-04,4.33,5.0,5.0,4.67,4.67,4.0,4.0,,t,6,5,1,0
2876,2876,2024-12-30,2020-04-15,within a day,100.0,95%,f,6,6,t,t,59.40912721665506,17.952570721756125,Room in aparthotel,Entire home/apt,1,1.0,1 bath,1.0,1.0,1064.0,1,365,1,7,182,182,t,30,60,90,365,2024-12-30,3,0,0,2020-12-26,2022-09-24,3.0,4.0,4.67,2.67,2.33,4.33,4.0,,t,6,5,1,0
2878,2878,2024-12-30,2016-06-06,,,,f,1,4,t,t,59.3050025,18.0308644,Entire rental unit,Entire home/apt,5,,2 baths,3.0,,,2,7,2,2,7,7,t,0,0,0,0,2024-12-30,4,0,0,2023-07-01,2023-07-30,4.75,4.25,4.75,4.75,5.0,4.25,4.5,,t,1,1,0,0
2879,2879,2024-12-30,2013-12-18,within an hour,100.0,99%,t,3,3,t,t,59.32382832108653,18.0713069490738,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,2014.0,2,90,2,2,1125,1125,t,0,0,0,0,2024-12-30,83,44,3,2023-06-18,2024-12-29,4.93,4.95,4.96,4.96,4.98,4.96,4.78,,t,3,3,0,0
2899,2899,2024-12-30,2020-09-24,within an hour,100.0,89%,f,6,6,t,t,59.34644887025463,17.969482248908275,Room in hotel,Private room,2,,1 bath,1.0,,,1,365,1,7,180,180,t,30,60,90,365,2024-12-30,2,1,0,2022-06-30,2024-08-12,4.0,4.0,4.5,4.5,4.5,4.5,4.0,,t,6,0,6,0
2900,2900,2024-12-30,2020-09-24,within an hour,100.0,89%,f,6,6,t,t,59.34622345610459,17.97095463608767,Room in hotel,Private room,2,,1 bath,1.0,,,1,365,1,7,180,180,t,30,60,90,365,2024-12-30,0,0,0,,,,,,,,,,,t,6,0,6,0
2901,2901,2024-12-30,2020-09-24,within an hour,100.0,89%,f,6,6,t,t,59.346439051695576,17.970886612245344,Room in hotel,Private room,1,1.0,1 bath,1.0,1.0,111984.0,1,365,1,7,180,180,t,30,60,90,365,2024-12-30,4,0,0,2022-12-16,2023-05-13,4.0,3.5,4.75,3.0,3.25,4.75,4.0,,t,6,0,6,0
2902,2902,2024-12-30,2020-09-24,within an hour,100.0,89%,f,6,6,t,t,59.34517029299345,17.96909657580983,Room in hotel,Private room,1,1.0,1 bath,1.0,1.0,111984.0,1,365,1,7,180,180,t,30,60,90,365,2024-12-30,0,0,0,,,,,,,,,,,t,6,0,6,0
2903,2903,2024-12-30,2020-09-24,within an hour,100.0,89%,f,6,6,t,t,59.346584051913126,17.970538801089695,Room in hotel,Private room,4,1.0,1 bath,1.0,1.0,111984.0,1,365,1,2,1,365,t,28,58,88,357,2024-12-30,3,1,0,2022-11-12,2024-11-10,5.0,4.67,5.0,4.33,5.0,5.0,5.0,,t,6,0,6,0
2918,2918,2024-12-30,2016-09-03,within a few hours,100.0,50%,f,1,1,t,t,59.34015190659367,17.905707752465013,Entire home,Entire home/apt,5,1.0,1 bath,3.0,5.0,2996.0,5,14,5,5,14,14,t,30,60,90,365,2024-12-30,1,1,0,2024-05-22,2024-05-22,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,t,1,1,0,0
2953,2953,2024-12-30,2015-12-13,within an hour,100.0,100%,f,2,3,t,t,59.25842386059514,18.126831916853163,Entire home,Entire home/apt,7,2.0,2 baths,4.0,4.0,1800.0,5,21,5,5,1125,1125,t,0,0,0,19,2024-12-30,0,0,0,,,,,,,,,,,t,1,1,0,0
2961,2961,2024-12-30,2018-01-25,within an hour,100.0,100%,t,1,1,t,t,59.33284699999999,18.0160172,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,662.0,1,365,1,2,1125,1125,t,17,45,75,75,2024-12-30,98,60,3,2023-07-14,2024-12-20,4.93,4.9,4.84,4.98,4.96,4.89,4.84,,t,1,0,1,0
2979,2979,2024-12-30,2015-10-08,,,100%,f,1,1,t,t,59.31112815733643,18.07899832490746,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,,2,28,2,2,1125,1125,t,6,6,6,6,2024-12-30,7,3,0,2023-06-21,2024-08-25,4.86,4.86,4.86,5.0,5.0,5.0,4.57,,t,1,1,0,0
2980,2980,2024-12-30,2014-09-19,within an hour,100.0,100%,t,1,1,t,t,59.31592309381249,18.072621595294777,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,857.0,3,365,3,3,365,365,t,3,3,3,110,2024-12-30,67,30,1,2023-06-01,2024-12-01,4.97,4.94,5.0,4.96,5.0,4.97,4.91,,t,1,0,1,0
2983,2983,2024-12-30,2015-07-19,,,,f,1,1,t,t,59.2811,18.04465,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,,2,30,2,2,30,30,t,0,0,0,0,2024-12-30,4,0,0,2023-07-09,2023-08-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0
2994,2994,2024-12-30,2017-11-07,,,100%,f,1,1,t,t,59.29362120170576,17.982933066262877,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,,7,40,7,7,1125,1125,t,0,0,0,0,2024-12-30,3,1,0,2023-06-04,2024-08-01,5.0,4.67,4.33,5.0,4.33,5.0,4.67,,t,1,1,0,0
3013,3013,2024-12-30,2015-10-27,within an hour,100.0,100%,t,2,3,t,t,59.27582248336813,17.871902757544337,Entire home,Entire home/apt,4,2.0,2 baths,2.0,2.0,973.0,3,1125,3,3,1125,1125,t,15,15,15,271,2024-12-30,5,4,0,2023-07-05,2024-09-25,4.8,4.6,4.2,5.0,5.0,4.6,4.6,,t,2,2,0,0
3057,3057,2024-12-30,2023-03-14,within an hour,100.0,100%,f,1,2,t,t,59.306216390563,18.08103759788216,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,4.0,2801.0,1,365,1,1,365,365,t,28,58,85,333,2024-12-30,8,0,0,2023-07-05,2023-08-13,4.5,4.25,4.13,5.0,4.38,4.75,4.13,,t,1,1,0,0
3092,3092,2024-12-30,2014-11-29,within an hour,92.0,100%,t,4,4,t,t,59.31426,18.08371,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,1321.0,1,1125,1,1,1125,1125,t,1,1,1,10,2024-12-30,130,77,5,2023-06-28,2024-12-26,4.79,4.79,4.85,4.89,4.92,4.89,4.73,,t,4,4,0,0
3097,3097,2024-12-30,2023-06-19,within an hour,100.0,100%,t,2,2,t,t,59.28330960211844,18.10260547067356,Entire home,Entire home/apt,8,2.0,2 baths,4.0,4.0,2500.0,2,30,1,2,30,30,t,1,1,5,49,2024-12-30,22,13,1,2023-07-02,2024-12-25,4.86,4.82,4.59,4.91,4.95,4.86,4.77,,t,1,1,0,0
3131,3131,2024-12-30,2019-05-31,within an hour,100.0,91%,t,2,2,t,t,59.31394,18.08373,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,2.0,2500.0,1,365,1,1,365,365,t,28,58,87,267,2024-12-30,14,13,0,2023-11-20,2024-09-08,4.93,4.79,5.0,4.86,4.93,4.93,4.57,,t,1,1,0,0
3139,3139,2024-12-30,2023-06-28,,,100%,f,1,2,t,t,59.30205010446354,18.07960434369716,Entire rental unit,Entire home/apt,5,,2 baths,3.0,,,3,25,3,3,1125,1125,t,0,0,0,0,2024-12-30,5,5,0,2024-07-02,2024-08-07,4.8,4.4,5.0,4.4,4.4,4.4,4.4,,t,1,1,0,0
3140,3140,2024-12-30,2023-05-30,within an hour,100.0,100%,t,2,2,t,t,59.31582285666369,18.032246662988907,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,1949.0,2,3,2,2,3,3,t,28,58,59,143,2024-12-30,21,12,0,2023-07-09,2024-09-01,4.95,4.9,4.76,4.9,4.95,4.81,4.86,,t,2,2,0,0
3151,3151,2024-12-30,2019-08-09,within an hour,100.0,100%,f,1,1,t,t,59.28874,18.09473,Private room in rental unit,Private room,2,1.0,1 bath,1.0,2.0,464.0,2,30,2,2,30,30,t,0,0,0,2,2024-12-30,35,32,1,2023-07-10,2024-12-09,4.83,4.77,4.77,4.86,4.83,4.71,4.8,,t,1,0,1,0
3158,3158,2024-12-30,2014-06-30,,,,f,3,3,t,t,59.30932716536167,18.001411004298802,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,,2,365,2,2,365,365,t,0,0,0,0,2024-12-30,5,0,0,2023-07-24,2023-10-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0
3168,3168,2024-12-30,2012-12-18,,,86%,f,1,2,t,t,59.31334,18.07924,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,,3,10,3,3,10,10,t,0,0,0,0,2024-12-30,6,3,0,2023-07-16,2024-08-04,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,t,1,1,0,0
3172,3172,2024-12-30,2019-10-12,within an hour,100.0,100%,f,1,1,t,t,59.33664,18.02494,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,1493.0,2,365,2,2,365,365,t,0,0,0,253,2024-12-30,17,16,1,2023-08-10,2024-12-25,4.88,4.94,4.76,4.76,4.94,4.82,4.65,,t,1,1,0,0
3178,3178,2024-12-30,2023-07-06,within an hour,100.0,100%,f,1,1,t,t,59.33696,18.06728,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,3.0,4500.0,5,30,5,5,1125,1125,t,27,57,87,357,2024-12-30,18,11,0,2023-07-27,2024-08-21,5.0,5.0,5.0,5.0,5.0,5.0,4.78,,t,1,1,0,0
3182,3182,2024-12-30,2023-07-07,,,,f,1,2,t,t,59.28416639082674,17.994576506518616,Entire guesthouse,Entire home/apt,1,,1 bath,1.0,,,1,365,1,1,365,365,t,0,0,0,0,2024-12-30,2,0,0,2023-08-03,2023-09-20,5.0,5.0,4.5,5.0,5.0,5.0,5.0,,t,1,1,0,0
3220,3220,2024-12-30,2019-07-09,within an hour,100.0,99%,f,971,2003,t,t,59.24715163040553,18.040893271557085,Entire villa,Entire home/apt,4,1.0,1 bath,0.0,3.0,551.0,1,28,1,8,3,28,t,30,60,90,365,2024-12-30,0,0,0,,,,,,,,,,,t,3,3,0,0
3225,3225,2024-12-30,2021-07-05,within an hour,92.0,98%,f,417,443,t,t,59.27452,17.9767,Entire home,Entire home/apt,6,1.5,1.5 baths,3.0,5.0,1617.0,1,1125,1,1,1125,1125,t,0,0,0,145,2024-12-30,1,0,0,2023-08-04,2023-08-04,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,t,1,1,0,0
3228,3228,2024-12-30,2016-05-08,,,100%,t,1,2,t,t,59.25101341230162,18.075259029865265,Tiny home,Entire home/apt,1,,1 bath,1.0,,,2,1125,2,2,1125,1125,t,0,0,0,0,2024-12-30,15,7,0,2023-08-18,2024-07-08,5.0,5.0,5.0,5.0,5.0,4.87,4.93,,t,1,1,0,0
3229,3229,2024-12-30,2016-08-04,,,,f,1,1,t,t,59.3036918,17.9545311,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1.0,2.0,1500.0,1,365,1,1,365,365,t,22,52,82,249,2024-12-30,48,36,0,2023-08-16,2024-11-10,5.0,4.96,4.96,5.0,5.0,4.94,4.83,,t,1,1,0,0
3233,3233,2024-12-30,2015-09-10,within an hour,100.0,100%,f,3,4,t,t,59.377157817151776,17.84174326931151,Entire home,Entire home/apt,7,1.5,1.5 baths,5.0,5.0,1300.0,4,600,4,4,1125,1125,t,0,0,0,7,2024-12-30,1,1,0,2024-07-29,2024-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0
3249,3249,2024-12-30,2016-10-22,within an hour,100.0,100%,f,1,1,t,t,59.29169,18.06844,Entire home,Entire home/apt,7,2.5,2.5 baths,4.0,4.0,3600.0,4,30,4,4,30,30,t,0,0,0,66,2024-12-30,4,4,0,2024-06-29,2024-08-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0
3251,3251,2024-12-30,2013-12-11,,,100%,f,1,1,t,t,59.30142,17.98852,Entire rental unit,Entire home/apt,3,,1 bath,2.0,,,1,365,1,1,365,365,t,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,t,1,1,0,0
3257,3257,2024-12-30,2013-07-25,,,100%,f,1,1,t,t,59.33013100920546,18.03999669849873,Entire condo,Entire home/apt,4,,1 bath,1.0,,,3,7,3,3,1125,1125,t,0,0,0,0,2024-12-30,3,2,0,2023-08-11,2024-08-05,5.0,5.0,4.67,5.0,5.0,5.0,4.67,,t,1,1,0,0
3258,3258,2024-12-30,2019-01-31,within an hour,100.0,99%,t,3,4,t,t,59.31092599408417,18.079326009515803,Tent,Entire home/apt,2,,0 baths,1.0,,,7,7,7,7,7,7,t,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,t,1,1,0,0
3278,3278,2024-12-30,2019-07-08,within an hour,96.0,94%,f,30,58,t,t,59.27602,18.03009,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,910.0,60,365,30,30,160,160,t,0,0,0,85,2024-12-30,0,0,0,,,,,,,,,,,t,11,11,0,0
3299,3299,2024-12-30,2015-12-10,within an hour,97.0,89%,f,24,49,t,t,59.34776489999999,18.0371689,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,1145.0,1,365,1,3,365,365,t,4,4,4,4,2024-12-30,12,10,0,2023-09-19,2024-08-03,4.25,4.08,4.67,4.25,4.83,4.75,4.42,,t,20,20,0,0
3309,3309,2024-12-30,2017-07-17,within an hour,100.0,100%,f,3,5,t,t,59.32331,18.0711,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,2057.0,2,365,1,2,365,365,t,14,30,47,285,2024-12-30,110,85,5,2023-09-03,2024-12-20,4.47,4.43,4.62,4.69,4.48,4.92,4.4,,t,3,3,0,0
3317,3317,2024-12-30,2020-08-15,,,,f,29,37,t,t,59.324915,18.0734227,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,3637.0,2,365,2,3,99,99,t,5,10,28,254,2024-12-30,54,36,3,2023-09-02,2024-12-23,4.61,4.63,4.78,4.69,4.69,4.87,4.52,,t,22,22,0,0
3320,3320,2024-12-30,2013-11-19,within an hour,100.0,100%,t,1,1,t,t,59.36667312451542,17.876356225280137,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,2.0,495.0,2,60,2,2,60,60,t,15,45,46,46,2024-12-30,23,23,2,2024-03-17,2024-12-10,4.96,4.96,4.7,4.96,4.96,4.83,4.91,,t,1,0,1,0
3322,3322,2024-12-30,2017-09-07,within an hour,100.0,100%,f,1,1,t,t,59.314315901836906,18.08103315767212,Entire rental unit,Entire home/apt,3,,1.5 baths,1.0,,,2,1125,2,2,1125,1125,t,0,0,0,0,2024-12-30,13,11,0,2023-10-19,2024-10-24,5.0,5.0,4.69,4.85,5.0,5.0,4.92,,t,1,1,0,0
3326,3326,2024-12-30,2023-08-29,within an hour,87.0,100%,f,4,8,t,t,59.32529,18.06975,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,2900.0,1,365,1,2,31,31,t,27,57,85,348,2024-12-30,59,45,3,2023-09-28,2024-12-05,4.29,4.12,4.47,4.19,4.05,4.81,4.24,,t,4,4,0,0
